"","taxon","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison_1","comparison_2","microgroup"
"1571","Ca. Huberarchaea",0.00015956266042407,0.310882552276766,0.00011352935533382,1.40547490959399,0.00136262134445243,0.00039246303406616,134,0.833988298774521,0.0032,0.00316228079562486,"Sediment","Plant Host","DPANN"
"1572","Ca. Hydrogenedentes",0.00037224898497216,0.310882552276766,0.00028345421922068,1.3132596367611,0.00509416099368025,0.00252429189062988,36,0.837149749573681,0.0062,0.00316145079915986,"Sediment","Plant Host","CPR"
"1573","Ca. Jorgensenbacteria",0.00061885433070497,0.310882552276766,0.00044244096293019,1.39872747452321,0.00852096367640403,0.00495651115182689,157,0.843444395651292,0.0018,0.00313351965262565,"Sediment","Plant Host","CPR"
"1574","Ca. Kaiserbacteria",0.00152054199481762,0.310882552276766,0.00165358050382892,0.91954518772854,0.021645832035873,0.0124130049293323,59,0.846523182542091,0.0072,0.00307878689079932,"Sediment","Plant Host","CPR"
"1575","Ca. Kerfeldbacteria",0.0006804234941735,0.310882552276766,0.0003885856953645,1.75102558403557,0.00909000511091462,0.00449339717579748,127,0.849542337087424,4e-04,0.00301915454533308,"Sediment","Plant Host","CPR"
"1576","Ca. Komeilibacteria",0.00066012315667488,0.310882552276766,0.00037485017790386,1.76103199514604,0.00931042058443989,0.00437352751709742,45,0.852460891052561,4e-04,0.00291855396513652,"Sediment","Plant Host","CPR"
"1577","Ca. Kuenenbacteria",0.00056639781467133,0.310882552276766,0.0003892962110531,1.45492763245536,0.00718662603189695,0.00426151867910314,82,0.858174493170147,2e-04,0.00281141781701755,"Sediment","Plant Host","CPR"
"1578","Ca. Levybacteria",0.00122718717936238,0.310882552276766,0.00097695019336437,1.25614098620141,0.0140134949126967,0.0114106673534857,51,0.860977917165972,0.0146,0.00280342399582512,"Sediment","Plant Host","CPR"
"1579","Ca. Lindowbacteria",0.00070498086035794,0.310882552276766,0.00059145895594684,1.19193538836414,0.0106980725508586,0.00585688834976827,60,0.863644009825535,0.0436,0.00266609265956308,"Sediment","Plant Host","CPR"
"1580","Ca. Liptonbacteria",0.00061965571076906,0.310882552276766,0.00052546828891122,1.1792447305488,0.00847136081296566,0.00554251069823411,131,0.866306718024193,0.007,0.00266270819865766,"Sediment","Plant Host","CPR"
"1581","Ca. Lokiarchaeota",0.00079353433898903,0.310882552276766,0.00082677260034907,0.959797577537039,0.00843995727458783,0.00344811837345514,48,0.871480318332202,2e-04,0.00257586187465564,"Sediment","Plant Host","CPR"
"1582","Ca. Magasanikbacteria",0.00161379487663871,0.310882552276766,0.00112043772135047,1.44032537095734,0.020589379420362,0.0132387651760875,44,0.874042480077264,0.0082,0.0025621617450623,"Sediment","Plant Host","CPR"
"1583","Ca. Moranbacteria",0.00122593035910065,0.310882552276766,0.00073102065799258,1.67701192257288,0.0170537312261876,0.00970931766768825,50,0.888670960780124,0.0014,0.00233411790375215,"Sediment","Plant Host","CPR"
"1584","Ca. Nealsonbacteria",0.00100251799688985,0.310882552276766,0.00062335510883687,1.60826145912314,0.0123978960859723,0.00691594658264282,31,0.893328263333108,0.0224,0.00232499204018666,"Sediment","Plant Host","CPR"
"1585","Ca. Niyogibacteria",0.0003730429542795,0.310882552276766,0.00028133264452858,1.32598531146141,0.00494110973114955,0.00237713110566026,117,0.895647181766681,0.0292,0.00231891843357335,"Sediment","Plant Host","CPR"
"1586","Ca. Nomurabacteria",0.00155372291075061,0.310882552276766,0.00206770481346425,0.751423946316346,0.0184474818462334,0.0129925062095992,98,0.897956273287522,0.0472,0.00230909152084058,"Sediment","Plant Host","CPR"
"1587","Ca. Odinarchaeota",0.00025727855306614,0.310882552276766,0.00021274009334643,1.20935621028983,0.00244147105579255,0.0012691316859075,97,0.900254594357105,8e-04,0.00229832106958383,"Sediment","Plant Host","CPR"
"1588","Ca. Omnitrophica",0.0032845972405175,0.310882552276766,0.00197698118285774,1.66142058862169,0.0447736736507829,0.0205520875008345,92,0.902550992715039,2e-04,0.00229639835793316,"Sediment","Plant Host","CPR"
"1589","Ca. Pacebacteria",0.00071391018255847,0.310882552276766,0.00040686808654594,1.7546477744645,0.00955204213778837,0.00526633034021704,75,0.904818668579107,0.001,0.00226767586406817,"Sediment","Plant Host","CPR"
"1590","Ca. Peregrinibacteria",0.00141351595484376,0.310882552276766,0.00094528176368224,1.49533822522669,0.0225520068474494,0.0130013591195782,70,0.909272390275548,0.0114,0.00218868344070899,"Sediment","Plant Host","CPR"
"1591","Ca. Portnoybacteria",0.00074948836456617,0.310882552276766,0.00043071733074429,1.74009335373397,0.00970071451479924,0.00509350560180509,71,0.911395774659266,4e-04,0.00212338438371795,"Sediment","Plant Host","CPR"
"1592","Ca. Ratteibacteria",0.00045075392794401,0.310882552276766,0.00024124100288014,1.86847974665387,0.00537435651155445,0.00204401317354821,108,0.913501849983344,2e-04,0.00210607532407747,"Sediment","Plant Host","CPR"
"1593","Ca. Raymondbacteria",0.00071450792006364,0.310882552276766,0.00040265745214788,1.77448080558864,0.00844307226406847,0.00316744801297278,63,0.915576456302623,2e-04,0.00207460631927969,"Sediment","Plant Host","CPR"
"1594","Ca. Riflebacteria",0.00071785626543956,0.310882552276766,0.0004190918397518,1.71288533287764,0.00885727214980742,0.00425807149967569,101,0.917605039609888,0.0042,0.00202858330726474,"Sediment","Plant Host","CPR"
"1595","Ca. Roizmanbacteria",0.00126801339889404,0.310882552276766,0.00085284428832058,1.48680528938172,0.0170400959794383,0.012712696968869,8,0.919612275268336,0.0148,0.00200723565844796,"Sediment","Plant Host","CPR"
"1596","Ca. Ryanbacteria",0.00063065115606851,0.310882552276766,0.00045366178483296,1.39013506791347,0.00771896960960156,0.00411832131250298,113,0.923623035042594,2e-04,0.00200369760548957,"Sediment","Plant Host","CPR"
"1597","Ca. Schekmanbacteria",0.00115647045224152,0.310882552276766,0.00066357145949286,1.74279715575072,0.0136119335994109,0.00531512098183842,68,0.92760688692622,2e-04,0.00199063706268732,"Sediment","Plant Host","CPR"
"1598","Ca. Shapirobacteria",0.00073309418654867,0.310882552276766,0.00050464673053788,1.45268787487692,0.00933612890776825,0.00596621710146807,30,0.929589449335418,0.0058,0.00198256240919836,"Sediment","Plant Host","CPR"
"1599","Ca. Spechtbacteria",0.00047977249161863,0.310882552276766,0.00037351104594891,1.28449344891465,0.00570555493079248,0.00295372269789799,80,0.931543556674345,4e-04,0.00195410733892665,"Sediment","Plant Host","CPR"
"1600","Ca. Sumerlaeota",0.00050955538590521,0.310882552276766,0.00033774637650182,1.50869238386179,0.00631595464297039,0.00259309607773773,77,0.935348822355772,0.0036,0.0018880964604463,"Sediment","Plant Host","CPR"
"1601","Ca. Sungbacteria",0.00065474207203627,0.310882552276766,0.00052346803182144,1.25077756851369,0.0097252782836035,0.00511339449483065,126,0.937199090888127,0.0168,0.00185026853235504,"Sediment","Plant Host","CPR"
"1602","Ca. Tagabacteria",0.00046025700671041,0.310882552276766,0.00045525205135978,1.01099381174821,0.00464703928359337,0.00281081226781709,73,0.939020993759559,0.0014,0.00182190287143258,"Sediment","Plant Host","CPR"
"1603","Ca. Taylorbacteria",0.00166772820353291,0.310882552276766,0.00479626859621599,0.347713679932076,0.0110464301256645,0.0126951607103264,32,0.940837379798065,0.005,0.00181638603850576,"Sediment","Plant Host","CPR"
"1604","Ca. Tectomicrobia",0.00101596087483354,0.310882552276766,0.00082951980435758,1.224757829164,0.0147241504027094,0.00792840874073997,83,0.942611742509536,6e-04,0.00177436271147047,"Sediment","Plant Host","CPR"
"1605","Ca. Thorarchaeota",0.00185883925383765,0.310882552276766,0.00178942505063987,1.03879134427729,0.0153970165405206,0.00060302901844456,124,0.947719187138991,2e-04,0.00168709545699441,"Sediment","Plant Host","CPR"
"1606","Ca. Uhrbacteria",0.00128279261677269,0.310882552276766,0.00091680236695028,1.39920299403224,0.0197967431459235,0.0115774151608339,139,0.94937052919111,0.014,0.00165134205211892,"Sediment","Plant Host","CPR"
"1607","Ca. Vogelbacteria",0.00072091128115091,0.310882552276766,0.00146469948666951,0.492190574047479,0.00679175214459899,0.0059463692750243,33,0.952647545938939,0.0028,0.00163795600873784,"Sediment","Plant Host","CPR"
"1608","Ca. Wildermuthbacteria",0.00049510651981985,0.310882552276766,0.00031894001835773,1.55234994457337,0.00671703920845491,0.00339445260098603,119,0.955864872514288,0.0172,0.00159258381081195,"Sediment","Plant Host","CPR"
"1609","Ca. Wirthbacteria",0.00038108384251125,0.310882552276766,0.0002494651363003,1.52760360891676,0.00472434315682699,0.00195991569851091,25,0.957445992036542,0.0064,0.00158111952225426,"Sediment","Plant Host","CPR"
"1610","Ca. Woesearchaeota",0.00136543858626849,0.310882552276766,0.00075259449645289,1.81430849242725,0.0152009663409652,0.00617247374711374,105,0.958989251663385,2e-04,0.00154325962684299,"Sediment","Plant Host","DPANN"
"1611","Ca. Woesebacteria",0.00210331518749347,0.310882552276766,0.00491678451922235,0.427782665534859,0.0166070304064897,0.0178477637550788,49,0.960491332897727,0.0048,0.00150208123434203,"Sediment","Plant Host","CPR"
"1612","Ca. Wolfebacteria",0.00077668075038028,0.310882552276766,0.00050568816805167,1.53588871452677,0.00996118924193884,0.0055693532137133,56,0.961978661460353,0.014,0.0014873285626259,"Sediment","Plant Host","CPR"
"1613","Ca. Woykebacteria",0.00052448854160493,0.310882552276766,0.00038499834304455,1.36231376337181,0.00704078863168974,0.0042337045879289,109,0.963459146625377,0.0178,0.00148048516502353,"Sediment","Plant Host","CPR"
"1614","Ca. Yanofskybacteria",0.00103903935835122,0.310882552276766,0.00078894300934611,1.31700179359266,0.0135753870096813,0.00851911911010202,43,0.964930813257406,0.0016,0.0014716666320298,"Sediment","Plant Host","CPR"
"1615","Ca. Zambryskibacteria",0.00093860247077114,0.310882552276766,0.00094804624020594,0.990038703773827,0.0111764792281519,0.00647835782448941,40,0.967776649939709,0.0018,0.00139591958453367,"Sediment","Plant Host","CPR"
"1616","Chlorobiota",0.00221718329360993,0.310882552276766,0.0016563704355687,1.33857936968591,0.0294021864956043,0.0128366527306658,112,0.970543262891765,2e-04,0.0013776171572929,"Sediment","Plant Host","Bonafide"
"1617","Chloroflexota",0.00788658279739992,0.310882552276766,0.00637920804521239,1.23629496663286,0.110098098930437,0.0613912123154148,21,0.971896051419433,2e-04,0.00135278852766885,"Sediment","Plant Host","Bonafide"
"1618","Chrysiogenota",0.00082778952076692,0.310882552276766,0.00042252204740557,1.95916290250373,0.00957216030974771,0.00331125952669948,61,0.973240853987677,2e-04,0.00134480256824376,"Sediment","Plant Host","Bonafide"
"1619","Elusimicrobiota",0.00327134445811673,0.310882552276766,0.00217844352472465,1.50168889897213,0.0509477741160532,0.0273142306740892,17,0.980801262801429,0.005,0.00123361762250651,"Sediment","Plant Host","Bonafide"
"1620","Ignavibacteriota",0.00423430276690878,0.310882552276766,0.00255852210105935,1.65497994531905,0.0496585083988396,0.0186543534611888,66,0.986876442418623,2e-04,0.00119739426431598,"Sediment","Plant Host","Bonafide"
"1621","Kiritimatiellota",0.00179437291073494,0.310882552276766,0.00102129314187277,1.75696167649237,0.0200597332091888,0.00633645610091723,47,0.98804249437891,2e-04,0.0011660519602873,"Sediment","Plant Host","Bonafide"
"1622","Lentisphaerota",0.00268743360311358,0.310882552276766,0.00147179134286468,1.82596100740937,0.035533414971979,0.0154825170487264,10,0.989146319004448,2e-04,0.0011038246255376,"Sediment","Plant Host","Bonafide"
"1623","Nanoarchaeota",0.0004318145577776,0.310882552276766,0.00036946560254099,1.16875442479031,0.00398446535861138,0.00247511141606849,15,0.992228298403011,0.0064,0.0009210976262004,"Sediment","Plant Host","DPANN"
"1624","Nitrososphaerota",0.00928943314674193,0.310882552276766,0.00877702353083258,1.05838079550651,0.0951182044558066,0.0446027294154419,84,0.993112513278778,0.0022,0.00088421487576717,"Sediment","Plant Host","Bonafide"
"1625","Nitrospinota",0.00187132196113058,0.310882552276766,0.00120746994888101,1.54978760578246,0.0218084407641543,0.00838697642843056,90,0.993940088037097,2e-04,0.00082757475831918,"Sediment","Plant Host","Bonafide"
"1626","Nitrospirota",0.00467319454188477,0.310882552276766,0.00381866276871548,1.22377775282229,0.0653661473029034,0.0325847102446168,132,0.994745131299283,0.0046,0.00080504326218566,"Sediment","Plant Host","Bonafide"
"1627","Planctomycetota",0.0108223445549926,0.310882552276766,0.00807691327189804,1.33991095244846,0.161476956428198,0.0866963880181775,37,0.995506557632516,0.0016,0.00076142633323339,"Sediment","Plant Host","Bonafide"
"1628","Thermodesulfobacteriota",0.0166589466907098,0.310882552276766,0.00896795252637337,1.85760870630375,0.183583299824004,0.0555488833587812,35,0.99824031436439,2e-04,0.00065489650226546,"Sediment","Plant Host","Bonafide"
"1629","Aquificota",0.00095018534453233,0.267996513027332,0.00058073274713841,1.63618350990953,0.0126083281989695,0.00548927764557463,152,0.168281176577618,2e-04,0.0532977564403685,"Sediment","Freshwater","Bonafide"
"1630","Armatimonadota",0.00166512375282519,0.267996513027332,0.00105016603819739,1.58558141499546,0.0306208957114598,0.018771144051667,6,0.221145779169085,0.0484,0.0528646025914667,"Sediment","Freshwater","Bonafide"
"1631","Atribacterota",0.0027149506013683,0.267996513027332,0.00372246235187574,0.729342662122625,0.0257493245570791,0.00404957667935576,7,0.27277778514421,2e-04,0.051632005975125,"Sediment","Freshwater","Bonafide"
"1632","Calditrichota",0.00134386836375644,0.267996513027332,0.00067266043236917,1.99784066237285,0.015589724815786,0.00528026546032133,130,0.450944484844472,2e-04,0.0237152212491242,"Sediment","Freshwater","Bonafide"
"1633","Ca. division CPR1",0.00036365651557065,0.267996513027332,0.0002029607722099,1.7917576466183,0.00411560555508421,0.00140887382900117,1,0.488257025963454,2e-04,0.0178985515269217,"Sediment","Freshwater","CPR"
"1634","Ca. division CPR2",0.00033599731627825,0.267996513027332,0.00019156272226838,1.75398069258752,0.00426548279632,0.0019227891173414,159,0.504890381843649,0.0128,0.0166333558801954,"Sediment","Freshwater","CPR"
"1635","Ca. division WOR-3",0.00038048330470188,0.267996513027332,0.00019097366425074,1.99233389689958,0.00445667005166812,0.00157633893373877,153,0.550403160271541,2e-04,0.0148153977642074,"Sediment","Freshwater","CPR"
"1636","Ca. division WWE3",0.00101692190239595,0.267996513027332,0.00054191996660058,1.87651676459717,0.013990810982348,0.00682403490199991,91,0.561653129938618,0.0014,0.0112499696670768,"Sediment","Freshwater","CPR"
"1637","Ca. division Zixibacteria",0.00133649429277457,0.267996513027332,0.00062936108090081,2.12357314955292,0.0168851710346257,0.00668362637600271,26,0.572508266513017,2e-04,0.0108551365743997,"Sediment","Freshwater","CPR"
"1638","Ca. Abawacabacteria",0.00032273642133197,0.267996513027332,0.00018547087127269,1.74009222643621,0.00436080010858016,0.00212126480752939,5,0.582638811014137,2e-04,0.0101305445011198,"Sediment","Freshwater","CPR"
"1639","Ca. Aenigmarchaeota",0.00021988093131154,0.267996513027332,0.00012470010356123,1.76327785649006,0.00208860939074357,0.00043017978880128,144,0.610075516353463,2e-04,0.0084818367788837,"Sediment","Freshwater","DPANN"
"1640","Ca. Amesbacteria",0.00053563737469853,0.267996513027332,0.00027368159079692,1.95715529546151,0.0070892748237389,0.00332571541207405,141,0.626142332345504,2e-04,0.00791356092627482,"Sediment","Freshwater","CPR"
"1641","Ca. Aminicenantes",0.00290913875037461,0.267996513027332,0.00259480669691504,1.12113890943525,0.039561661163962,0.0183909926630849,135,0.633592176879573,2e-04,0.00744984453406838,"Sediment","Freshwater","CPR"
"1642","Ca. Andersenbacteria",0.00037526700521351,0.267996513027332,0.00037109590317567,1.0112399571166,0.00533162264248946,0.00282393983423504,129,0.640609944787517,0.0492,0.00701776790794395,"Sediment","Freshwater","CPR"
"1643","Ca. Azambacteria",0.0005314812424456,0.267996513027332,0.00039039133056609,1.36140636544087,0.00769486092547645,0.00445864861756822,145,0.647532321480139,0.0022,0.00692237669262274,"Sediment","Freshwater","CPR"
"1644","Ca. Bathyarchaeota",0.00183046088561442,0.267996513027332,0.00151292598271242,1.20988132038866,0.017620008770848,0.00341930316824948,114,0.654443864232665,2e-04,0.00691154275252537,"Sediment","Freshwater","CPR"
"1645","Ca. Beckwithbacteria",0.00060123274548066,0.267996513027332,0.00027844704477134,2.1592355055317,0.00834229956855678,0.00407054964419156,29,0.661274031031991,2e-04,0.00683016679932602,"Sediment","Freshwater","CPR"
"1646","Ca. Berkelbacteria",0.00077960967005712,0.267996513027332,0.00040821185341918,1.90981634542729,0.010720843309068,0.00549571729425623,149,0.667849559589903,0.016,0.00657552855791266,"Sediment","Freshwater","CPR"
"1647","Ca. Buchananbacteria",0.00092519040617191,0.267996513027332,0.00094767278673748,0.976276220146652,0.0126492616353966,0.00611648559690366,154,0.697372741578647,2e-04,0.00540520240735543,"Sediment","Freshwater","CPR"
"1648","Ca. Campbellbacteria",0.00059236215948827,0.267996513027332,0.00045819539284793,1.29281561694983,0.00760132073992043,0.0039987172831215,94,0.708105534466124,0.0256,0.005350655659774,"Sediment","Freshwater","CPR"
"1649","Ca. Coatesbacteria",0.00083941416556138,0.267996513027332,0.00067668577514273,1.24047851513405,0.0111521109803092,0.00475955422623219,158,0.723843438987565,2e-04,0.00518899858084354,"Sediment","Freshwater","CPR"
"1650","Ca. Colwellbacteria",0.00042895219990243,0.267996513027332,0.0002795888342209,1.53422507410832,0.00595616166477268,0.00320330432848973,11,0.73391345060728,8e-04,0.00501449943723475,"Sediment","Freshwater","CPR"
"1651","Ca. Curtissbacteria",0.00072786309826848,0.267996513027332,0.0003440987570371,2.11527383747567,0.00961440270632134,0.00444260038803245,19,0.738900434496277,0.0234,0.00498698388899665,"Sediment","Freshwater","CPR"
"1652","Ca. Dadabacteria",0.00068657502847231,0.267996513027332,0.00056546858834512,1.21417005758287,0.0100530736905866,0.00626413297616309,122,0.74387762003589,0.0018,0.00497718553961324,"Sediment","Freshwater","CPR"
"1653","Ca. Desantisbacteria",0.00075817014000865,0.267996513027332,0.00039617067245108,1.91374625314364,0.0101550188598358,0.00449557378022648,115,0.758004025907163,2e-04,0.00462778188219681,"Sediment","Freshwater","CPR"
"1654","Ca. Doudnabacteria",0.00075318293366974,0.267996513027332,0.00054156220996969,1.39075976832264,0.0110024095912287,0.00586884327937506,103,0.76689974012076,4e-04,0.00443910842398654,"Sediment","Freshwater","CPR"
"1655","Ca. Edwardsbacteria",0.00079700178752943,0.267996513027332,0.00050839712882439,1.56767562667475,0.0109620394192649,0.00498821995683548,85,0.771313222079881,2e-04,0.00441348195912095,"Sediment","Freshwater","CPR"
"1656","Ca. Falkowbacteria",0.00141269648885381,0.267996513027332,0.00096480203248302,1.46423456967444,0.0185771159285339,0.00886630068585309,74,0.779719673435045,2e-04,0.00416797269075719,"Sediment","Freshwater","CPR"
"1657","Ca. Firestonebacteria",0.00057734259303152,0.267996513027332,0.00024896894465015,2.31893417005397,0.00753197531506811,0.00334541364297325,106,0.783879828089382,6e-04,0.00416015465433694,"Sediment","Freshwater","CPR"
"1658","Ca. Fischerbacteria",0.00063115856671427,0.267996513027332,0.00041583709692617,1.51780245528775,0.00733613749783556,0.00248957349918647,134,0.787926402586835,2e-04,0.00404657449745305,"Sediment","Freshwater","CPR"
"1659","Ca. Giovannonibacteria",0.0006699572823125,0.267996513027332,0.00062835829540523,1.06620265414089,0.0092484421030336,0.00546709940899662,62,0.795765374681587,0.026,0.00391818835543623,"Sediment","Freshwater","CPR"
"1660","Ca. Glassbacteria",0.00103971562289344,0.267996513027332,0.00053090456121392,1.95838517664285,0.0139863464986025,0.00627167715017248,81,0.799670771053081,2e-04,0.00390539637149334,"Sediment","Freshwater","CPR"
"1661","Ca. Gottesmanbacteria",0.00102153414677373,0.267996513027332,0.00053553128602428,1.90751534678296,0.0143401322194918,0.00721379207787844,58,0.803550357437055,4e-04,0.00387958638397423,"Sediment","Freshwater","CPR"
"1662","Ca. Harrisonbacteria",0.00063977846243426,0.267996513027332,0.0004074648277131,1.57014401960781,0.00857510105541149,0.0041917065169925,3,0.818439437496682,2e-04,0.00354551383448576,"Sediment","Freshwater","CPR"
"1663","Ca. Heimdallarchaeota",0.00079982831499127,0.267996513027332,0.0004560895313415,1.75366514692569,0.00825499250523791,0.00236366221337104,157,0.821964711226421,0.0062,0.00352527372973965,"Sediment","Freshwater","CPR"
"1664","Ca. Huberarchaea",0.00015945268379185,0.267996513027332,0.00011228762334462,1.42003792619668,0.00136262134445243,0.00015429450616778,36,0.825416959152041,4e-04,0.00345224792561971,"Sediment","Freshwater","DPANN"
"1665","Ca. Hydrogenedentes",0.00037057698444506,0.267996513027332,0.00023668446082269,1.56570052447454,0.00509416099368025,0.00232203040672477,46,0.828716772638176,4e-04,0.00329981348613495,"Sediment","Freshwater","CPR"
"1666","Ca. Jorgensenbacteria",0.00062575249304279,0.267996513027332,0.00041526080215481,1.50689034408192,0.00852096367640403,0.00457924062699031,41,0.835044455038367,4e-04,0.00313218316193464,"Sediment","Freshwater","CPR"
"1667","Ca. Kaiserbacteria",0.00135485963647195,0.267996513027332,0.00184740523261011,0.733385189430112,0.021645832035873,0.015265711776958,78,0.838142423101176,0.0138,0.00309796806280904,"Sediment","Freshwater","CPR"
"1668","Ca. Kerfeldbacteria",0.00067589399941325,0.267996513027332,0.00031553033905327,2.14208878119682,0.00909000511091462,0.00433933165463571,111,0.84121656574798,2e-04,0.00307414264680361,"Sediment","Freshwater","CPR"
"1669","Ca. Komeilibacteria",0.00066022647614112,0.267996513027332,0.00034112310506406,1.93544930360885,0.00931042058443989,0.00476947272563447,110,0.84427974500396,2e-04,0.00306317925597976,"Sediment","Freshwater","CPR"
"1670","Ca. Kuenenbacteria",0.00055005742317393,0.267996513027332,0.0003133469020962,1.75542639641309,0.00718662603189695,0.00342053945334688,51,0.850238143807297,2e-04,0.00297392596092538,"Sediment","Freshwater","CPR"
"1671","Ca. Levybacteria",0.0011170021475161,0.267996513027332,0.00070230960776409,1.5904696948006,0.0140134949126967,0.00654123372059506,31,0.853147172963126,0.0488,0.00290902915582936,"Sediment","Freshwater","CPR"
"1672","Ca. Liptonbacteria",0.00055394713121396,0.267996513027332,0.00045268641140953,1.22368844580321,0.00847136081296566,0.00504711903640949,48,0.858831653715884,0.028,0.00282902986850186,"Sediment","Freshwater","CPR"
"1673","Ca. Lokiarchaeota",0.00083024463830287,0.267996513027332,0.00082531499936989,1.00597303930832,0.00843995727458783,0.00200951620419175,44,0.864358016783851,2e-04,0.00271594242046813,"Sediment","Freshwater","CPR"
"1674","Ca. Magasanikbacteria",0.00144239400965915,0.267996513027332,0.00083293896653069,1.73169231794609,0.020589379420362,0.0106988749463479,82,0.867058628458299,0.028,0.00270061167444791,"Sediment","Freshwater","CPR"
"1675","Ca. Moranbacteria",0.00118279777535346,0.267996513027332,0.00068893603546698,1.71684701403624,0.0170537312261876,0.00913757531958394,57,0.882607943359513,2e-04,0.00249987313172306,"Sediment","Freshwater","CPR"
"1676","Ca. Nealsonbacteria",0.00105075637047109,0.267996513027332,0.00070572937998676,1.48889418560241,0.0123978960859723,0.0054915158494912,102,0.887572061809301,4e-04,0.0024791952766372,"Sediment","Freshwater","CPR"
"1677","Ca. Niyogibacteria",0.00039298263733372,0.267996513027332,0.00028316231635802,1.38783522605757,0.00494110973114955,0.00242998257732989,131,0.890049382977347,0.001,0.00247732116804533,"Sediment","Freshwater","CPR"
"1678","Ca. Nomurabacteria",0.00160424067465211,0.267996513027332,0.00249888068055005,0.641983703799328,0.0184474818462334,0.0117213843618564,71,0.892512946658393,0.0062,0.00246356368104605,"Sediment","Freshwater","CPR"
"1679","Ca. Odinarchaeota",0.00025296661250056,0.267996513027332,0.00015322768832656,1.65091972125447,0.00244147105579255,0.00046841178973954,63,0.894900210788091,2e-04,0.00238726412969792,"Sediment","Freshwater","CPR"
"1680","Ca. Omnitrophica",0.00301495264243982,0.267996513027332,0.00146200050942522,2.06221039117499,0.0447736736507829,0.0225158075279211,55,0.897255310709297,2e-04,0.00235509992120642,"Sediment","Freshwater","CPR"
"1681","Ca. Pacebacteria",0.00066595074554527,0.267996513027332,0.00032313892721586,2.06088059796154,0.00955204213778837,0.00484534461335402,68,0.899590238451357,0.002,0.0023349277420599,"Sediment","Freshwater","CPR"
"1682","Ca. Peregrinibacteria",0.00143395705922937,0.267996513027332,0.0007776339677366,1.84400002922077,0.0225520068474494,0.0120251793723799,98,0.904256741292124,2e-04,0.00233227719555984,"Sediment","Freshwater","CPR"
"1683","Ca. Portnoybacteria",0.00076525088010139,0.267996513027332,0.00042873366689151,1.78490969848426,0.00970071451479924,0.00453999411039215,108,0.90657553554931,2e-04,0.00231879425718617,"Sediment","Freshwater","CPR"
"1684","Ca. Ratteibacteria",0.00047390658846681,0.267996513027332,0.00021740923794931,2.17979048607543,0.00537435651155445,0.00173964947706368,30,0.908818970505568,2e-04,0.00224343495625767,"Sediment","Freshwater","CPR"
"1685","Ca. Raymondbacteria",0.00062556433353459,0.267996513027332,0.00029533855963631,2.11812617460089,0.00844307226406847,0.00369249412096622,113,0.911061204508382,2e-04,0.00224223400281343,"Sediment","Freshwater","CPR"
"1686","Ca. Riflebacteria",0.00062504215582319,0.267996513027332,0.00027847698282567,2.24450203920251,0.00885727214980742,0.00421213704389303,38,0.913271539832513,0.0046,0.00221033532413106,"Sediment","Freshwater","CPR"
"1687","Ca. Roizmanbacteria",0.00125030312448791,0.267996513027332,0.00064351246858955,1.94293535170859,0.0170400959794383,0.0086997071884673,54,0.915425831269031,0.0056,0.00215429143651824,"Sediment","Freshwater","CPR"
"1688","Ca. Ryanbacteria",0.00054596709306252,0.267996513027332,0.00040922931101498,1.33413486856158,0.00771896960960156,0.00420434434709805,76,0.919574563522859,6e-04,0.00206699380136144,"Sediment","Freshwater","CPR"
"1689","Ca. Schekmanbacteria",0.00118966557857865,0.267996513027332,0.00061532570936353,1.93339163385386,0.0136119335994109,0.00435499814402552,73,0.923691772868178,2e-04,0.00205247977654777,"Sediment","Freshwater","CPR"
"1690","Ca. Shapirobacteria",0.00071509942070358,0.267996513027332,0.00038333728026407,1.86545754227442,0.00933612890776825,0.00453622668201208,101,0.925728990020354,0.001,0.00203721715217564,"Sediment","Freshwater","CPR"
"1691","Ca. Spechtbacteria",0.00046772652680163,0.267996513027332,0.00035551662584104,1.31562490416625,0.00570555493079248,0.00244443371210106,25,0.927727662945788,4e-04,0.00199867292543432,"Sediment","Freshwater","CPR"
"1692","Ca. Staskawiczbacteria",0.00111490694101673,0.267996513027332,0.00211694720784115,0.526657885887342,0.0108475755999137,0.00711755585543908,28,0.929710827713276,0.0044,0.0019831647674885,"Sediment","Freshwater","CPR"
"1693","Ca. Sungbacteria",0.00062142877535371,0.267996513027332,0.00043692467380995,1.42227897073173,0.0097252782836035,0.0055575147401663,124,0.933622896179955,0.0136,0.00195059947194709,"Sediment","Freshwater","CPR"
"1694","Ca. Tagabacteria",0.00037825443657256,0.267996513027332,0.00022346388108978,1.6926871346184,0.00464703928359337,0.00217637046163526,119,0.935520055846705,0.0304,0.00189715966674975,"Sediment","Freshwater","CPR"
"1695","Ca. Thorarchaeota",0.00185226935731614,0.267996513027332,0.00177422671769656,1.04398684725079,0.0153970165405206,0.00062174415722259,117,0.944569784895211,2e-04,0.00176082466811478,"Sediment","Freshwater","CPR"
"1696","Ca. Uhrbacteria",0.00124022940747981,0.267996513027332,0.00069164715743713,1.79315333569133,0.0197967431459235,0.0113790635866818,105,0.946315055837426,0.002,0.00174527094221544,"Sediment","Freshwater","CPR"
"1697","Ca. Wildermuthbacteria",0.00050843217534502,0.267996513027332,0.00029777987328756,1.70740946905447,0.00671703920845491,0.00332987496138703,40,0.953061792126311,0.001,0.00162771743003787,"Sediment","Freshwater","CPR"
